city,location,price,bedrooms,baths,size,year,source
Lahore,"Lake City, Raiwind Road",49000000.0,5,6,2250.0,2025,live
Lahore,"Lake City - Sector M-2A, Lake City",57400000.0,6,6,2250.0,2025,live
Lahore,"Lake City - Sector M7 - Block A, Lake City - Sector M-7",36800000.0,6,7,1575.0,2025,live
Lahore,"DHA Phase 5 - Block K, DHA Phase 5",120000000.0,5,6,4500.0,2025,live
Lahore,"DHA Phase 6, DHA Defence",99000000.0,5,6,4500.0,2025,live
Lahore,"DHA Phase 8, DHA Defence",82500000.0,5,6,4500.0,2025,live
Lahore,"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4",5400000.0,2,2,1125.0,2025,live
Lahore,"Bahria Town - Johar Block, Bahria Town - Sector E",3440000.0,1,1,540.0,2025,live
Lahore,"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4",5000000.0,2,2,1125.0,2025,live
Lahore,"Bahria Town - Overseas A, Bahria Town - Overseas Enclave",34500000.0,5,6,2250.0,2025,live
Lahore,"Al Rehman Garden Phase 2, Al Rehman Garden",90000000.0,6,7,4500.0,2025,live
Lahore,"Jubilee Town, Lahore",34900000.0,6,6,2250.0,2025,live
Lahore,"The Opus Luxury Residence, Gulberg 3",23500000.0,1,1,742.0,2025,live
Lahore,"Askari 10 - Sector S, Askari 10",92500000.0,5,6,3375.0,2025,live
Lahore,"Askari 10 - Sector S, Askari 10",45000000.0,4,5,2700.0,2025,live
Lahore,"Askari 11 - Sector D, Askari 11",33000000.0,3,3,2250.0,2025,live
Lahore,"Askari 11 - Sector D, Askari 11",39000000.0,3,3,2250.0,2025,live
Lahore,"Lake City, Raiwind Road",89500000.0,6,6,4500.0,2025,live
Lahore,"Lake City, Raiwind Road",31500000.0,5,5,1575.0,2025,live
Lahore,"Lake City, Raiwind Road",48000000.0,5,6,2250.0,2025,live
Lahore,"Lake City - Sector M-1, Lake City",40000000.0,3,3,2700.0,2025,live
Lahore,"Lake City, Raiwind Road",26000000.0,4,5,1125.0,2025,live
Lahore,"Lake City - Sector M-1, Lake City",39800000.0,5,6,1800.0,2025,live
Lahore,"Lake City, Raiwind Road",36500000.0,5,6,1575.0,2025,live
Lahore,"Lake City, Raiwind Road",51500000.0,6,7,2250.0,2025,live
Lahore,"DHA Phase 5, DHA Defence",260000000.0,6,6,9000.0,2025,live
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",58000000.0,4,5,2475.0,2025,live
Lahore,"DHA Phase 5, DHA Defence",82500000.0,5,6,4500.0,2025,live
Lahore,"Al Rehman Garden Phase 2, Al Rehman Garden",35000000.0,7,7,1800.0,2025,live
Lahore,"Al Rehman Garden Phase 2, Al Rehman Garden",40000000.0,6,7,2250.0,2025,live
Lahore,"Bahria Town - Jinnah Block, Bahria Town - Sector E",23000000.0,3,4,1125.0,2025,live
Lahore,"Central Park Housing Scheme, Lahore",17500000.0,3,3,1125.0,2025,live
Lahore,"Ferozepur Road, Lahore",6000000.0,2,2,900.0,2025,live
Lahore,"DHA Phase 8, DHA Defence",75500000.0,5,6,4500.0,2025,live
Lahore,"Askari 11 - Sector B, Askari 11",50000000.0,4,5,2250.0,2025,live
Lahore,"Askari 11 - Sector B Apartments, Askari 11",51700000.0,3,4,2722.0,2025,live
Lahore,"Askari 11 - Sector D, Askari 11",43500000.0,4,5,2700.0,2025,live
Lahore,"Askari 10 - Sector F, Askari 10",92500000.0,5,6,3825.0,2025,live
Lahore,"Askari 11 - Sector B Apartments, Askari 11",24000000.0,3,3,2250.0,2025,live
Lahore,"Lake City - Sector M-3A, Lake City",58800000.0,6,6,2700.0,2025,live
Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",19500000.0,3,3,1125.0,2025,live
Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",11700000.0,3,3,675.0,2025,live
