city,location,price,bedrooms,baths,size,year,source,location_clean,location_standardized
Faisalabad,"Samundari Road, Faisalabad",40000000.0,0.0,0.0,1575.0,2023,historical,"samundari road, faisalabad",Samundari Road
Faisalabad,"Canal Park, Faisalabad",25000000.0,4.0,5.0,1575.0,2023,historical,"canal park, faisalabad",Canal Park
Faisalabad,"Riaz Ul Jannah - Umer Block Extension, Riaz ul Jannah",32500000.0,5.0,6.0,1800.0,2023,historical,"riaz ul jannah - umer block extension, riaz ul jannah",Riaz Ul Jannah - Umer Block Extension
Faisalabad,"TECH Town - Block H, TECH Town (TNT Colony)",27500000.0,5.0,4.0,2250.0,2023,historical,"tech town - block h, tech town (tnt colony)",Tech Town - Block H
Faisalabad,"Faisal Gardens, Faisalabad",240000000.0,5.0,5.0,11250.0,2023,historical,"faisal gardens, faisalabad",Faisal Gardens
Faisalabad,"Judicial Employees Coop Housing Society, Faisalabad",60000000.0,5.0,6.0,4500.0,2023,historical,"judicial employees coop housing society, faisalabad",Judicial Employees Coop Housing Society
Faisalabad,"Saeed Colony, Faisalabad",65000000.0,5.0,6.0,4500.0,2023,historical,"saeed colony, faisalabad",Saeed Colony
Faisalabad,"Saeed Colony, Faisalabad",200000000.0,7.0,6.0,13500.0,2023,historical,"saeed colony, faisalabad",Saeed Colony
Faisalabad,"Eden Valley, Faisalabad",35000000.0,4.0,5.0,1575.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Model City 1, Canal Road",37500000.0,5.0,5.0,2250.0,2023,historical,"model city 1, canal road",Model City 1
Faisalabad,"Susan Road, Faisalabad",50000000.0,5.0,6.0,2250.0,2023,historical,"susan road, faisalabad",Susan Road
Faisalabad,"Wapda City, Faisalabad",70000000.0,5.0,6.0,4500.0,2023,historical,"wapda city, faisalabad",Wapda City
Faisalabad,"Eden Executive, Eden Gardens",31500000.0,5.0,6.0,1508.0,2023,historical,"eden executive, eden gardens",Eden Executive
Faisalabad,"Eden Valley, Faisalabad",35000000.0,4.0,5.0,1508.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Canal Expressway, Faisalabad",62500000.0,5.0,6.0,2475.0,2023,historical,"canal expressway, faisalabad",Canal Expressway
Faisalabad,"Eden Valley, Faisalabad",30000000.0,4.0,5.0,1575.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Eden Gardens, Faisalabad",30000000.0,5.0,6.0,1575.0,2023,historical,"eden gardens, faisalabad",Eden Gardens
Faisalabad,"Eden Valley, Faisalabad",45000000.0,5.0,8.0,2250.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Eden Valley, Faisalabad",32500000.0,5.0,6.0,1575.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Eden Valley, Faisalabad",50000000.0,5.0,7.0,2475.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Eden Valley, Faisalabad",30000000.0,4.0,6.0,1575.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Eden Valley, Faisalabad",53500000.0,5.0,6.0,2250.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"SMD Homes, Faisalabad",12500000.0,5.0,5.0,1125.0,2023,historical,"smd homes, faisalabad",Smd Homes
Faisalabad,"Khayaban Gardens, Faisalabad",21000000.0,4.0,5.0,1350.0,2023,historical,"khayaban gardens, faisalabad",Khayaban Gardens
Faisalabad,"University Town, Faisalabad",50000000.0,8.0,6.0,4500.0,2023,historical,"university town, faisalabad",University Town
Faisalabad,"West Canal Residences, Canal Expressway",32100000.0,,,0.0,2023,historical,"west canal residences, canal expressway",West Canal Residences
Faisalabad,"West Canal Residences, Canal Expressway",22900000.0,,,0.0,2023,historical,"west canal residences, canal expressway",West Canal Residences
Faisalabad,"Green Orchard Apartments, Lower Canal Road",8913000.0,0.0,0.0,765.0,2023,historical,"green orchard apartments, lower canal road",Green Orchard Apartments
Faisalabad,"Green Orchard Apartments, Lower Canal Road",9016000.0,0.0,0.0,788.0,2023,historical,"green orchard apartments, lower canal road",Green Orchard Apartments
Faisalabad,"Green Orchard Apartments, Lower Canal Road",8525000.0,0.0,0.0,765.0,2023,historical,"green orchard apartments, lower canal road",Green Orchard Apartments
Faisalabad,"Green Orchard Apartments, Lower Canal Road",8624000.0,0.0,0.0,788.0,2023,historical,"green orchard apartments, lower canal road",Green Orchard Apartments
Faisalabad,"Green Orchard Apartments, Lower Canal Road",8138000.0,0.0,0.0,765.0,2023,historical,"green orchard apartments, lower canal road",Green Orchard Apartments
Faisalabad,"Green Orchard Apartments, Lower Canal Road",8232000.0,0.0,0.0,788.0,2023,historical,"green orchard apartments, lower canal road",Green Orchard Apartments
Faisalabad,"Green Orchard Apartments, Lower Canal Road",9000000.0,0.0,0.0,765.0,2023,historical,"green orchard apartments, lower canal road",Green Orchard Apartments
Faisalabad,"Ghalib City, Faisalabad",8500000.0,3.0,3.0,675.0,2023,historical,"ghalib city, faisalabad",Ghalib City
Faisalabad,"Al Noor Garden, Faisalabad",11000000.0,3.0,3.0,900.0,2023,historical,"al noor garden, faisalabad",Al Noor Garden
Faisalabad,"Model City 1, Canal Road",35000000.0,5.0,6.0,1575.0,2023,historical,"model city 1, canal road",Model City 1
Faisalabad,"Model City Royal Villas, Lower Canal Road",15700000.0,3.0,4.0,1125.0,2023,historical,"model city royal villas, lower canal road",Model City Royal Villas
Faisalabad,"Ghalib City, Faisalabad",21000000.0,5.0,6.0,1350.0,2023,historical,"ghalib city, faisalabad",Ghalib City
Faisalabad,"Makkah Garden, Faisalabad",21000000.0,6.0,6.0,1575.0,2023,historical,"makkah garden, faisalabad",Makkah Garden
Faisalabad,"Eden Executive, Eden Gardens",18500000.0,4.0,5.0,1125.0,2023,historical,"eden executive, eden gardens",Eden Executive
Faisalabad,"Sitara Park City, Jaranwala Road",80000000.0,8.0,6.0,2925.0,2023,historical,"sitara park city, jaranwala road",Sitara Park City
Faisalabad,"Batala Colony, Peoples Colony No 2",55500000.0,10.0,0.0,2250.0,2023,historical,"batala colony, peoples colony no 2",Batala Colony
Faisalabad,"Canal Garden, Faisalabad",26000000.0,3.0,4.0,1125.0,2023,historical,"canal garden, faisalabad",Canal Garden
Faisalabad,"Al Masoom Town, Faisalabad",14500000.0,4.0,4.0,1125.0,2023,historical,"al masoom town, faisalabad",Al Masoom Town
Faisalabad,"West Canal Residences, Canal Expressway",13900000.0,,,0.0,2023,historical,"west canal residences, canal expressway",West Canal Residences
Faisalabad,"West Canal Residences, Canal Expressway",10600000.0,,,0.0,2023,historical,"west canal residences, canal expressway",West Canal Residences
Faisalabad,"West Canal Residences, Canal Expressway",15700000.0,,,0.0,2023,historical,"west canal residences, canal expressway",West Canal Residences
Faisalabad,"West Canal Residences, Canal Expressway",11200000.0,,,0.0,2023,historical,"west canal residences, canal expressway",West Canal Residences
Faisalabad,"West Canal Residences, Canal Expressway",16000000.0,,,0.0,2023,historical,"west canal residences, canal expressway",West Canal Residences
Faisalabad,"Green Orchard Apartments, Lower Canal Road",9100000.0,0.0,0.0,788.0,2023,historical,"green orchard apartments, lower canal road",Green Orchard Apartments
Faisalabad,"Green Orchard Apartments, Lower Canal Road",8600000.0,0.0,0.0,765.0,2023,historical,"green orchard apartments, lower canal road",Green Orchard Apartments
Faisalabad,"Green Orchard Apartments, Lower Canal Road",8700000.0,0.0,0.0,788.0,2023,historical,"green orchard apartments, lower canal road",Green Orchard Apartments
Faisalabad,"Green Orchard Apartments, Lower Canal Road",8200000.0,0.0,0.0,765.0,2023,historical,"green orchard apartments, lower canal road",Green Orchard Apartments
Faisalabad,"Green Orchard Apartments, Lower Canal Road",8300000.0,0.0,0.0,788.0,2023,historical,"green orchard apartments, lower canal road",Green Orchard Apartments
Faisalabad,"Eden Executive, Eden Gardens",70000000.0,5.0,6.0,5400.0,2023,historical,"eden executive, eden gardens",Eden Executive
Faisalabad,"Ghalib City, Faisalabad",9900000.0,3.0,4.0,675.0,2023,historical,"ghalib city, faisalabad",Ghalib City
Faisalabad,"Model City 1, Canal Road",17500000.0,4.0,5.0,1125.0,2023,historical,"model city 1, canal road",Model City 1
Faisalabad,"Abdullah Gardens, East Canal Road",130000000.0,6.0,6.0,4500.0,2023,historical,"abdullah gardens, east canal road",Abdullah Gardens
Faisalabad,"Nisar Colony, Faisalabad",19000000.0,4.0,5.0,1350.0,2023,historical,"nisar colony, faisalabad",Nisar Colony
Faisalabad,"Gulistan Colony No 1, Faisalabad",55000000.0,5.0,6.0,2250.0,2023,historical,"gulistan colony no 1, faisalabad",Gulistan Colony No 1
Faisalabad,"Lyallpur Galleria, East Canal Road",14000000.0,2.0,2.0,495.0,2023,historical,"lyallpur galleria, east canal road",Lyallpur Galleria
Faisalabad,"Wapda City - Block L, Wapda City",16500000.0,0.0,0.0,1125.0,2023,historical,"wapda city - block l, wapda city",Wapda City - Block L
Faisalabad,"Wapda City - Block K, Wapda City",17000000.0,0.0,0.0,1125.0,2023,historical,"wapda city - block k, wapda city",Wapda City - Block K
Faisalabad,"Wapda City - Block M, Wapda City",30000000.0,0.0,0.0,2250.0,2023,historical,"wapda city - block m, wapda city",Wapda City - Block M
Faisalabad,"Wapda City - Block K, Wapda City",32500000.0,0.0,0.0,2250.0,2023,historical,"wapda city - block k, wapda city",Wapda City - Block K
Faisalabad,"West Canal Residences, Canal Expressway",12400000.0,,,0.0,2023,historical,"west canal residences, canal expressway",West Canal Residences
Faisalabad,"West Canal Residences, Canal Expressway",9442000.0,,,0.0,2023,historical,"west canal residences, canal expressway",West Canal Residences
Faisalabad,"Abdullah Gardens, East Canal Road",70000000.0,4.0,5.0,2925.0,2023,historical,"abdullah gardens, east canal road",Abdullah Gardens
Faisalabad,"Model City 1, Canal Road",35000000.0,4.0,5.0,1800.0,2023,historical,"model city 1, canal road",Model City 1
Faisalabad,"Saeed Colony, Faisalabad",22500000.0,0.0,0.0,1575.0,2023,historical,"saeed colony, faisalabad",Saeed Colony
Faisalabad,"Wapda City - Block K, Wapda City",30000000.0,0.0,0.0,2250.0,2023,historical,"wapda city - block k, wapda city",Wapda City - Block K
Faisalabad,"Wapda City - Block B, Wapda City",28000000.0,0.0,0.0,2250.0,2023,historical,"wapda city - block b, wapda city",Wapda City - Block B
Faisalabad,"Wapda City - Block A, Wapda City",27000000.0,0.0,0.0,2250.0,2023,historical,"wapda city - block a, wapda city",Wapda City - Block A
Faisalabad,"Wapda City - Block A, Wapda City",27500000.0,0.0,0.0,2250.0,2023,historical,"wapda city - block a, wapda city",Wapda City - Block A
Faisalabad,"Wapda City - Block M, Wapda City",32500000.0,0.0,0.0,2250.0,2023,historical,"wapda city - block m, wapda city",Wapda City - Block M
Faisalabad,"Gulberg Valley, Faisalabad",8500000.0,3.0,4.0,675.0,2023,historical,"gulberg valley, faisalabad",Gulberg Valley
Faisalabad,"Model City 1, Canal Road",28000000.0,5.0,6.0,1575.0,2023,historical,"model city 1, canal road",Model City 1
Faisalabad,"Eden Valley, Faisalabad",40000000.0,5.0,6.0,1575.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Mohammad Nagar, Faisalabad",7000000.0,3.0,3.0,562.0,2023,historical,"mohammad nagar, faisalabad",Mohammad Nagar
Faisalabad,"Daewoo Road, Faisalabad",8000000.0,3.0,1.0,900.0,2023,historical,"daewoo road, faisalabad",Daewoo Road
Faisalabad,"Eden Garden Executive - Block E, Eden Executive",30000000.0,0.0,0.0,1575.0,2023,historical,"eden garden executive - block e, eden executive",Eden Garden Executive - Block E
Faisalabad,"Sarfraz Colony, Peoples Colony No 2",18000000.0,5.0,4.0,1125.0,2023,historical,"sarfraz colony, peoples colony no 2",Sarfraz Colony
Faisalabad,"Ideal Homes, Sargodha Road",13500000.0,,,0.0,2023,historical,"ideal homes, sargodha road",Ideal Homes
Faisalabad,"Ideal Homes, Sargodha Road",10000000.0,,,0.0,2023,historical,"ideal homes, sargodha road",Ideal Homes
Faisalabad,"Ideal Homes, Sargodha Road",11000000.0,,,0.0,2023,historical,"ideal homes, sargodha road",Ideal Homes
Faisalabad,"Ghalib City, Faisalabad",12500000.0,0.0,0.0,900.0,2023,historical,"ghalib city, faisalabad",Ghalib City
Faisalabad,"Eden Executive, Eden Gardens",18000000.0,3.0,4.0,1125.0,2023,historical,"eden executive, eden gardens",Eden Executive
Faisalabad,"Abdullah Gardens, East Canal Road",65000000.0,4.0,5.0,2250.0,2023,historical,"abdullah gardens, east canal road",Abdullah Gardens
Faisalabad,"Abdullah Gardens, East Canal Road",110000000.0,5.0,6.0,4500.0,2023,historical,"abdullah gardens, east canal road",Abdullah Gardens
Faisalabad,"Eden Valley, Faisalabad",65000000.0,5.0,6.0,3375.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Eden Valley, Faisalabad",22500000.0,3.0,4.0,1125.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Eden Valley - Block C, Eden Valley",29000000.0,4.0,4.0,1688.0,2023,historical,"eden valley - block c, eden valley",Eden Valley - Block C
Faisalabad,"Al Noor Garden, Faisalabad",9900000.0,3.0,2.0,675.0,2023,historical,"al noor garden, faisalabad",Al Noor Garden
Faisalabad,"Eden Executive, Eden Gardens",42500000.0,5.0,5.0,2250.0,2023,historical,"eden executive, eden gardens",Eden Executive
Faisalabad,"Eden Valley, Faisalabad",26000000.0,4.0,5.0,1125.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Eden Valley, Faisalabad",23500000.0,4.0,5.0,1125.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Canal Garden, Faisalabad",40000000.0,5.0,6.0,3600.0,2023,historical,"canal garden, faisalabad",Canal Garden
Faisalabad,"Eden Valley, Faisalabad",51000000.0,5.0,6.0,2475.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Ghalib City, Faisalabad",8000000.0,0.0,0.0,562.0,2023,historical,"ghalib city, faisalabad",Ghalib City
Faisalabad,"Ghalib City, Faisalabad",9500000.0,0.0,0.0,675.0,2023,historical,"ghalib city, faisalabad",Ghalib City
Faisalabad,"Ideal Town, Faisalabad",17500000.0,0.0,0.0,1170.0,2023,historical,"ideal town, faisalabad",Ideal Town
Faisalabad,"Gulberg Valley, Faisalabad",11500000.0,3.0,3.0,855.0,2023,historical,"gulberg valley, faisalabad",Gulberg Valley
Faisalabad,"Eden Valley, Faisalabad",23000000.0,3.0,4.0,1125.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Abdullah Gardens, East Canal Road",60000000.0,5.0,6.0,2250.0,2023,historical,"abdullah gardens, east canal road",Abdullah Gardens
Faisalabad,"Canal Road, Faisalabad",60000000.0,5.0,6.0,2250.0,2023,historical,"canal road, faisalabad",Canal Road
Faisalabad,"Ghalib City, Faisalabad",24000000.0,5.0,6.0,1462.0,2023,historical,"ghalib city, faisalabad",Ghalib City
Faisalabad,"Eden Executive, Eden Gardens",32500000.0,4.0,5.0,1575.0,2023,historical,"eden executive, eden gardens",Eden Executive
Faisalabad,"Eden Valley, Faisalabad",45000000.0,5.0,7.0,2250.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Eden Valley - Block C, Eden Valley",24000000.0,4.0,5.0,1125.0,2023,historical,"eden valley - block c, eden valley",Eden Valley - Block C
Faisalabad,"Model City 1, Canal Road",18500000.0,3.0,4.0,1125.0,2023,historical,"model city 1, canal road",Model City 1
Faisalabad,"Eden Valley, Faisalabad",24000000.0,4.0,5.0,1125.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Wapda City, Faisalabad",42500000.0,0.0,0.0,3375.0,2023,historical,"wapda city, faisalabad",Wapda City
Faisalabad,"Wapda City, Faisalabad",72500000.0,0.0,0.0,4500.0,2023,historical,"wapda city, faisalabad",Wapda City
Faisalabad,"Four Season Housing, Faisalabad",40000000.0,0.0,0.0,1575.0,2023,historical,"four season housing, faisalabad",Four Season Housing
Faisalabad,"Khayaban Gardens, Faisalabad",20000000.0,0.0,0.0,1350.0,2023,historical,"khayaban gardens, faisalabad",Khayaban Gardens
Faisalabad,"Khayaban Gardens, Faisalabad",47500000.0,5.0,6.0,3375.0,2023,historical,"khayaban gardens, faisalabad",Khayaban Gardens
Faisalabad,"Eden Valley, Faisalabad",65000000.0,5.0,6.0,2700.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Canal Road, Faisalabad",65000000.0,5.0,6.0,2700.0,2023,historical,"canal road, faisalabad",Canal Road
Faisalabad,"Canal Road, Faisalabad",60000000.0,5.0,6.0,2362.0,2023,historical,"canal road, faisalabad",Canal Road
Faisalabad,"Eden Valley, Faisalabad",60000000.0,5.0,6.0,2362.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Eden Valley, Faisalabad",47500000.0,5.0,6.0,2025.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Canal Road, Faisalabad",35000000.0,4.0,5.0,1800.0,2023,historical,"canal road, faisalabad",Canal Road
Faisalabad,"Canal Road, Faisalabad",47500000.0,5.0,6.0,2025.0,2023,historical,"canal road, faisalabad",Canal Road
Faisalabad,"Eden Valley, Faisalabad",35000000.0,4.0,5.0,1800.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Canal Expressway, Faisalabad",18000000.0,4.0,5.0,1125.0,2023,historical,"canal expressway, faisalabad",Canal Expressway
Faisalabad,"Abdullah Gardens, East Canal Road",55000000.0,5.0,6.0,2250.0,2023,historical,"abdullah gardens, east canal road",Abdullah Gardens
Faisalabad,"Ismail City, Faisalabad",9000000.0,3.0,4.0,788.0,2023,historical,"ismail city, faisalabad",Ismail City
Faisalabad,"Abdullah Gardens, East Canal Road",50000000.0,5.0,6.0,2250.0,2023,historical,"abdullah gardens, east canal road",Abdullah Gardens
Faisalabad,"Khayaban Gardens, Faisalabad",17500000.0,4.0,5.0,1125.0,2023,historical,"khayaban gardens, faisalabad",Khayaban Gardens
Faisalabad,"Sitara Sapna City, Faisalabad",30000000.0,3.0,4.0,1350.0,2023,historical,"sitara sapna city, faisalabad",Sitara Sapna City
Faisalabad,"Wadi-e-Sitara, Lahore - Sheikhupura - Faisalabad Road",7500000.0,3.0,3.0,810.0,2023,historical,"wadi-e-sitara, lahore - sheikhupura - faisalabad road",Wadi-E-Sitara
Faisalabad,"Gulberg Valley, Faisalabad",11800000.0,3.0,3.0,788.0,2023,historical,"gulberg valley, faisalabad",Gulberg Valley
Faisalabad,"Citi Housing - Block C, Citi Housing",15700000.0,3.0,4.0,1125.0,2023,historical,"citi housing - block c, citi housing",Citi Housing - Block C
Faisalabad,"Eden Executive, Eden Gardens",17500000.0,3.0,4.0,1125.0,2023,historical,"eden executive, eden gardens",Eden Executive
Faisalabad,"Eden Executive, Eden Gardens",27500000.0,4.0,6.0,1575.0,2023,historical,"eden executive, eden gardens",Eden Executive
Faisalabad,"Wapda City, Faisalabad",34000000.0,5.0,6.0,2250.0,2023,historical,"wapda city, faisalabad",Wapda City
Faisalabad,"Lasani Town, Faisalabad",35000000.0,0.0,0.0,2138.0,2023,historical,"lasani town, faisalabad",Lasani Town
Faisalabad,"Four Season Housing, Faisalabad",22500000.0,0.0,0.0,1125.0,2023,historical,"four season housing, faisalabad",Four Season Housing
Faisalabad,"Satiana Road, Faisalabad",18500000.0,5.0,6.0,1575.0,2023,historical,"satiana road, faisalabad",Satiana Road
Faisalabad,"Canal Road, Faisalabad",35000000.0,4.0,5.0,1575.0,2023,historical,"canal road, faisalabad",Canal Road
Faisalabad,"Eden Valley, Faisalabad",36500000.0,4.0,5.0,1575.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Sargodha Road, Faisalabad",32500000.0,4.0,5.0,1575.0,2023,historical,"sargodha road, faisalabad",Sargodha Road
Faisalabad,"Model City 1, Canal Road",25000000.0,5.0,6.0,1350.0,2023,historical,"model city 1, canal road",Model City 1
Faisalabad,"Canal Road, Faisalabad",24000000.0,3.0,4.0,1125.0,2023,historical,"canal road, faisalabad",Canal Road
Faisalabad,"Canal Road, Faisalabad",23000000.0,3.0,4.0,1125.0,2023,historical,"canal road, faisalabad",Canal Road
Faisalabad,"Eden Valley, Faisalabad",26500000.0,3.0,4.0,1125.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Eden Valley, Faisalabad",36500000.0,4.0,5.0,1800.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Khayaban Colony 2, Faisalabad",13500000.0,3.0,4.0,1125.0,2023,historical,"khayaban colony 2, faisalabad",Khayaban Colony 2
Faisalabad,"Saeed Colony, Faisalabad",45000000.0,0.0,0.0,4500.0,2023,historical,"saeed colony, faisalabad",Saeed Colony
Faisalabad,"Khayaban Colony 2, Faisalabad",45000000.0,0.0,0.0,4500.0,2023,historical,"khayaban colony 2, faisalabad",Khayaban Colony 2
Faisalabad,"Khayaban Colony, Faisalabad",17500000.0,0.0,0.0,1575.0,2023,historical,"khayaban colony, faisalabad",Khayaban Colony
Faisalabad,"Saeed Colony, Faisalabad",25000000.0,0.0,0.0,2250.0,2023,historical,"saeed colony, faisalabad",Saeed Colony
Faisalabad,"Khayaban Colony, Faisalabad",35000000.0,0.0,0.0,3150.0,2023,historical,"khayaban colony, faisalabad",Khayaban Colony
Faisalabad,"Khayaban Colony, Faisalabad",35000000.0,0.0,0.0,4005.0,2023,historical,"khayaban colony, faisalabad",Khayaban Colony
Faisalabad,"Khayaban Colony, Faisalabad",45000000.0,0.0,0.0,4500.0,2023,historical,"khayaban colony, faisalabad",Khayaban Colony
Faisalabad,"Saeed Colony, Faisalabad",16000000.0,0.0,0.0,1125.0,2023,historical,"saeed colony, faisalabad",Saeed Colony
Faisalabad,"Abdullah Gardens, East Canal Road",41000000.0,5.0,6.0,2250.0,2023,historical,"abdullah gardens, east canal road",Abdullah Gardens
Faisalabad,"Saeed Colony - New Garden Block, Saeed Colony",20000000.0,0.0,0.0,1125.0,2023,historical,"saeed colony - new garden block, saeed colony",Saeed Colony - New Garden Block
Faisalabad,"Eden Valley, Faisalabad",22500000.0,4.0,4.0,1125.0,2023,historical,"eden valley, faisalabad",Eden Valley
Faisalabad,"Daewoo Road, Faisalabad",16500000.0,0.0,0.0,1125.0,2023,historical,"daewoo road, faisalabad",Daewoo Road
Faisalabad,"Haider Valley, Samundari Road",4000000.0,2.0,2.0,450.0,2023,historical,"haider valley, samundari road",Haider Valley
Faisalabad,"Canal Expressway, Faisalabad",3000000.0,0.0,1.0,270.0,2023,historical,"canal expressway, faisalabad",Canal Expressway
Faisalabad,"Canal Road, Faisalabad",26500000.0,0.0,0.0,1125.0,2023,historical,"canal road, faisalabad",Canal Road
Faisalabad,"Canal Road, Faisalabad",32500000.0,5.0,6.0,1575.0,2023,historical,"canal road, faisalabad",Canal Road
Faisalabad,"Samundari Road, Faisalabad",17500000.0,0.0,0.0,1012.0,2023,historical,"samundari road, faisalabad",Samundari Road
Faisalabad,"Four Season Housing, Faisalabad",17500000.0,0.0,0.0,1012.0,2023,historical,"four season housing, faisalabad",Four Season Housing
Faisalabad,"Four Season Housing, Faisalabad",19000000.0,0.0,0.0,1125.0,2023,historical,"four season housing, faisalabad",Four Season Housing
Faisalabad,"Samundari Road, Faisalabad",19000000.0,0.0,0.0,1125.0,2023,historical,"samundari road, faisalabad",Samundari Road
Faisalabad,"Khayaban Colony 2, Faisalabad",27000000.0,5.0,6.0,2250.0,2023,historical,"khayaban colony 2, faisalabad",Khayaban Colony 2
Faisalabad,"Wapda City - Block L, Wapda City",17000000.0,0.0,0.0,1125.0,2023,historical,"wapda city - block l, wapda city",Wapda City - Block L
Faisalabad,"Jaranwala Road, Faisalabad",23500000.0,5.0,6.0,1688.0,2023,historical,"jaranwala road, faisalabad",Jaranwala Road
Faisalabad,"Sitara Park City, Jaranwala Road",23500000.0,5.0,6.0,1688.0,2023,historical,"sitara park city, jaranwala road",Sitara Park City
Faisalabad,"Eden Orchard Block Y, Eden Orchard",17500000.0,0.0,0.0,1125.0,2023,historical,"eden orchard block y, eden orchard",Eden Orchard Block Y
Faisalabad,"Sargodha Road, Faisalabad",16500000.0,3.0,4.0,1125.0,2023,historical,"sargodha road, faisalabad",Sargodha Road
Faisalabad,"Susan Road, Faisalabad",25000000.0,4.0,5.0,2250.0,2023,historical,"susan road, faisalabad",Susan Road
Faisalabad,"Model City 1, Canal Road",17000000.0,4.0,4.0,1125.0,2023,historical,"model city 1, canal road",Model City 1
Faisalabad,"Eden Orchard, Faisalabad",24500000.0,4.0,5.0,1575.0,2023,historical,"eden orchard, faisalabad",Eden Orchard
Faisalabad,"Millat Town, Faisalabad",9000000.0,0.0,0.0,1125.0,2023,historical,"millat town, faisalabad",Millat Town
Faisalabad,"Chak Jhumra, Faisalabad",35000000.0,0.0,0.0,4500.0,2023,historical,"chak jhumra, faisalabad",Chak Jhumra
Faisalabad,"Model City 1, Canal Road",32500000.0,4.0,5.0,1800.0,2023,historical,"model city 1, canal road",Model City 1
Faisalabad,"TECH Town (TNT Colony), Satiana Road",11000000.0,4.0,3.0,1192.0,2023,historical,"tech town (tnt colony), satiana road",Tech Town (Tnt Colony)
Faisalabad,"Sitara Gold City, Satiana Road",27500000.0,5.0,6.0,1575.0,2023,historical,"sitara gold city, satiana road",Sitara Gold City
Faisalabad,"Sitara Gold City, Satiana Road",18000000.0,5.0,6.0,1125.0,2023,historical,"sitara gold city, satiana road",Sitara Gold City
Faisalabad,"Gulberg Valley, Faisalabad",9500000.0,4.0,5.0,675.0,2023,historical,"gulberg valley, faisalabad",Gulberg Valley
Faisalabad,"Samundari Road, Faisalabad",20500000.0,0.0,0.0,1125.0,2023,historical,"samundari road, faisalabad",Samundari Road
Faisalabad,"Four Season Housing, Faisalabad",20500000.0,0.0,0.0,1125.0,2023,historical,"four season housing, faisalabad",Four Season Housing
Faisalabad,"Samundari Road, Faisalabad",22500000.0,0.0,0.0,1125.0,2023,historical,"samundari road, faisalabad",Samundari Road
Faisalabad,"Four Season Housing, Faisalabad",36000000.0,0.0,0.0,1575.0,2023,historical,"four season housing, faisalabad",Four Season Housing
Faisalabad,"Samundari Road, Faisalabad",36000000.0,0.0,0.0,1575.0,2023,historical,"samundari road, faisalabad",Samundari Road
Faisalabad,"TECH Town (TNT Colony), Satiana Road",15000000.0,4.0,5.0,1170.0,2023,historical,"tech town (tnt colony), satiana road",Tech Town (Tnt Colony)
Faisalabad,"Khayaban-e-Green, Satiana Road",11000000.0,5.0,6.0,1012.0,2023,historical,"khayaban-e-green, satiana road",Khayaban-E-Green
Faisalabad,"Sitara Gold City, Satiana Road",17500000.0,5.0,6.0,1125.0,2023,historical,"sitara gold city, satiana road",Sitara Gold City
Faisalabad,"Prime City, Satiana Road",15000000.0,4.0,5.0,1125.0,2023,historical,"prime city, satiana road",Prime City
Faisalabad,"Satiana Road, Faisalabad",9200000.0,4.0,4.0,720.0,2023,historical,"satiana road, faisalabad",Satiana Road
Faisalabad,"TECH Town (TNT Colony), Satiana Road",17500000.0,2.0,3.0,2475.0,2023,historical,"tech town (tnt colony), satiana road",Tech Town (Tnt Colony)
Faisalabad,"Orchard Homes, Satiana Road",12500000.0,5.0,6.0,1125.0,2023,historical,"orchard homes, satiana road",Orchard Homes
Faisalabad,"TECH Town - Block H, TECH Town (TNT Colony)",11500000.0,3.0,4.0,900.0,2023,historical,"tech town - block h, tech town (tnt colony)",Tech Town - Block H
Faisalabad,"Satiana Road, Faisalabad",7500000.0,3.0,4.0,562.0,2023,historical,"satiana road, faisalabad",Satiana Road
Faisalabad,"Orchard Homes, Satiana Road",7000000.0,2.0,2.0,788.0,2023,historical,"orchard homes, satiana road",Orchard Homes
